names,len,word1,word2,Results_Google,Number_Hits_Google
Inocybe vulpinella,18,Inocybe,vulpinella,"Aproximadamente 5.270 resultados (0,41 segundos) ",5270
Inonotus tamaricis,18,Inonotus,tamaricis,"Aproximadamente 6.200 resultados (0,39 segundos) ",6200
Laccaria farinacea,18,Laccaria,farinacea,"Aproximadamente 16.400 resultados (0,34 segundos) ",16400
Lachnum sulphureum,18,Lachnum,sulphureum,"Aproximadamente 11.400 resultados (0,45 segundos) ",11400
Lactarius azonites,18,Lactarius,azonites,"Aproximadamente 10.200 resultados (0,34 segundos) ",10200
Lactarius blennius,18,Lactarius,blennius,"Aproximadamente 29.500 resultados (0,31 segundos) ",29500
Lactarius pallidus,18,Lactarius,pallidus,"Aproximadamente 103.000 resultados (0,37 segundos) ",103000
Lactarius zonarius,18,Lactarius,zonarius,"Aproximadamente 19.400 resultados (0,33 segundos) ",19400
Leccinum quercinum,18,Leccinum,quercinum,"Aproximadamente 48.900 resultados (0,44 segundos) ",48900
Lentinus strigosus,18,Lentinus,strigosus,"Aproximadamente 22.300 resultados (0,38 segundos) ",22300
Lentinus torulosus,18,Lentinus,torulosus,"Aproximadamente 11.600 resultados (0,39 segundos) ",11600
Leocarpus fragilis,18,Leocarpus,fragilis,"Aproximadamente 73.600 resultados (0,37 segundos) ",73600
Lepista glaucocana,18,Lepista,glaucocana,"Aproximadamente 79.600 resultados (0,62 segundos) ",79600
Limacella illinita,18,Limacella,illinita,"Aproximadamente 79.700 resultados (0,58 segundos) ",79700
Lyophyllum fumosum,18,Lyophyllum,fumosum,"Aproximadamente 22.700 resultados (0,38 segundos) ",22700
Marasmius anomalus,18,Marasmius,anomalus,"Aproximadamente 27.000 resultados (0,38 segundos) ",27000
Marasmius collinus,18,Marasmius,collinus,"Aproximadamente 49.100 resultados (0,34 segundos) ",49100
Marasmius graminum,18,Marasmius,graminum,"Aproximadamente 16.300 resultados (0,35 segundos) ",16300
Marasmius hudsonii,18,Marasmius,hudsonii,"Aproximadamente 8.280 resultados (0,63 segundos) ",8280
Montagnea arenaria,18,Montagnea,arenaria,"Aproximadamente 514.000 resultados (0,58 segundos) ",514000
Morchella vulgaris,18,Morchella,vulgaris,"Aproximadamente 307.000 resultados (0,44 segundos) ",307000
Mucilago crustacea,18,Mucilago,crustacea,"Aproximadamente 63.300 resultados (0,31 segundos) ",63300
Mycena corynephora,18,Mycena,corynephora,"Aproximadamente 5.840 resultados (0,38 segundos) ",5840
Mycena epipterygia,18,Mycena,epipterygia,"Aproximadamente 93.800 resultados (0,37 segundos) ",93800
Mycena pearsoniana,18,Mycena,pearsoniana,"Aproximadamente 329.000 resultados (0,46 segundos) ",329000
Mycena pelianthina,18,Mycena,pelianthina,"Aproximadamente 207.000 resultados (0,43 segundos) ",207000
Mycenastrum corium,18,Mycenastrum,corium,"Aproximadamente 15.800 resultados (0,74 segundos) ",15800
Myxarium nucleatum,18,Myxarium,nucleatum,"Aproximadamente 17.600 resultados (0,39 segundos) ",17600
Naucoria scolecina,18,Naucoria,scolecina,"Aproximadamente 3.230 resultados (0,50 segundos) ",3230
Omphalina pyxidata,18,Omphalina,pyxidata,"Aproximadamente 17.000 resultados (0,49 segundos) ",17000
Orbilia delicatula,18,Orbilia,delicatula,"Aproximadamente 14.200 resultados (0,46 segundos) ",14200
Panaeolus fimicola,18,Panaeolus,fimicola,"Aproximadamente 14.400 resultados (0,36 segundos) ",14400
Panaeolus rickenii,18,Panaeolus,rickenii,"Aproximadamente 14.700 resultados (0,41 segundos) ",14700
Panellus serotinus,18,Panellus,serotinus,"Aproximadamente 73.100 resultados (0,42 segundos) ",73100
Panellus stypticus,18,Panellus,stypticus,"Aproximadamente 204.000 resultados (0,50 segundos) ",204000
Parasola conopilus,18,Parasola,conopilus,"Aproximadamente 13.800 resultados (0,54 segundos) ",13800
Paxillus involutus,18,Paxillus,involutus,"Aproximadamente 130.000 resultados (0,40 segundos) ",130000
Paxillus panuoides,18,Paxillus,panuoides,"Aproximadamente 16.000 resultados (0,52 segundos) ",16000
Peziza arvernensis,18,Peziza,arvernensis,"Aproximadamente 9.670 resultados (0,39 segundos) ",9670
Peziza praetervisa,18,Peziza,praetervisa,"Aproximadamente 10.900 resultados (0,48 segundos) ",10900
Phaeolepiota aurea,18,Phaeolepiota,aurea,"Aproximadamente 55.100 resultados (0,51 segundos) ",55100
Phallus rubicundus,18,Phallus,rubicundus,"Aproximadamente 24.900 resultados (0,38 segundos) ",24900
Phellinus pomaceus,18,Phellinus,pomaceus,"Aproximadamente 17.400 resultados (0,38 segundos) ",17400
Phellinus robustus,18,Phellinus,robustus,"Aproximadamente 73.600 resultados (0,45 segundos) ",73600
Phlebia tremellosa,18,Phlebia,tremellosa,"Aproximadamente 33.700 resultados (0,36 segundos) ",33700
Pholiota aurivella,18,Pholiota,aurivella,"Aproximadamente 74.300 resultados (0,52 segundos) ",74300
Pholiota squarrosa,18,Pholiota,squarrosa,"Aproximadamente 68.000 resultados (0,40 segundos) ",68000
Pisolithus arhizus,18,Pisolithus,arhizus,"Aproximadamente 71.000 resultados (0,72 segundos) ",71000
Pithya  cupressina,18,Pithya,cupressina,"Aproximadamente 7.290 resultados (0,41 segundos) ",7290
Pluteus pallescens,18,Pluteus,pallescens,"Aproximadamente 63.100 resultados (0,33 segundos) ",63100
Polyporus brumalis,18,Polyporus,brumalis,"Aproximadamente 81.500 resultados (0,40 segundos) ",81500
Polyporus lepideus,18,Polyporus,lepideus,"Aproximadamente 48.600 resultados (0,49 segundos) ",48600
Polyporus mylittae,18,Polyporus,mylittae,"Aproximadamente 5.850 resultados (0,57 segundos) ",5850
Psilocybe merdaria,18,Psilocybe,merdaria,"Aproximadamente 13.500 resultados (0,42 segundos) ",13500
Ramaria cedretorum,18,Ramaria,cedretorum,"Aproximadamente 2.940 resultados (0,35 segundos) ",2940
Ramaria flavescens,18,Ramaria,flavescens,"Aproximadamente 58.700 resultados (0,41 segundos) ",58700
Ramaria neoformosa,18,Ramaria,neoformosa,"Aproximadamente 4.710 resultados (0,54 segundos) ",4710
Rhodocybe hirneola,18,Rhodocybe,hirneola,"Aproximadamente 20.400 resultados (0,70 segundos) ",20400
Rickenella  fibula,18,Rickenella,fibula,"Aproximadamente 24.500 resultados (0,33 segundos) ",24500
Rimbachia neckerae,18,Rimbachia,neckerae,"Aproximadamente 4.610 resultados (0,67 segundos) ",4610
Russula amarissima,18,Russula,amarissima,"Aproximadamente 6.390 resultados (0,68 segundos) ",6390
Russula amoenolens,18,Russula,amoenolens,"Aproximadamente 31.300 resultados (0,39 segundos) ",31300
Russula anthracina,18,Russula,anthracina,"Aproximadamente 26.800 resultados (0,36 segundos) ",26800
Russula chloroides,18,Russula,chloroides,"Aproximadamente 23.700 resultados (0,36 segundos) ",23700
Russula claroflava,18,Russula,claroflava,"Aproximadamente 49.300 resultados (0,35 segundos) ",49300
Russula cutrefacta,18,Russula,cutrefacta,"Aproximadamente 1.400 resultados (0,44 segundos) ",1400
Russula decolorans,18,Russula,decolorans,"Aproximadamente 45.300 resultados (0,40 segundos) ",45300
Russula densifolia,18,Russula,densifolia,"Aproximadamente 71.300 resultados (0,34 segundos) ",71300
Russula ionochlora,18,Russula,ionochlora,"Aproximadamente 14.700 resultados (0,39 segundos) ",14700
Russula juniperina,18,Russula,juniperina,"Aproximadamente 7.610 resultados (0,42 segundos) ",7610
Russula melliolens,18,Russula,melliolens,"Aproximadamente 12.200 resultados (0,34 segundos) ",12200
Russula ochroleuca,18,Russula,ochroleuca,"Aproximadamente 77.800 resultados (0,41 segundos) ",77800
Russula subfoetens,18,Russula,subfoetens,"Aproximadamente 23.700 resultados (0,40 segundos) ",23700
Sarcodon glaucopus,18,Sarcodon,glaucopus,"Aproximadamente 13.100 resultados (0,41 segundos) ",13100
Sarcodon squamosus,18,Sarcodon,squamosus,"Aproximadamente 27.100 resultados (0,35 segundos) ",27100
Sarcodontia setosa,18,Sarcodontia,setosa,"Aproximadamente 4.190 resultados (0,57 segundos) ",4190
Sarcomyxa serotina,18,Sarcomyxa,serotina,"Aproximadamente 24.800 resultados (0,49 segundos) ",24800
Sparassis laminosa,18,Sparassis,laminosa,"Aproximadamente 8.200 resultados (0,43 segundos) ",8200
Stereum gausapatum,18,Stereum,gausapatum,"Aproximadamente 26.200 resultados (0,37 segundos) ",26200
Stereum insignitum,18,Stereum,insignitum,"Aproximadamente 8.470 resultados (0,52 segundos) ",8470
Stropharia inuncta,18,Stropharia,inuncta,"Aproximadamente 5.390 resultados (0,41 segundos) ",5390
Suillellus luridus,18,Suillellus,luridus,"Aproximadamente 37.400 resultados (0,45 segundos) ",37400
Suillellus satanas,18,Suillellus,satanas,"Aproximadamente 5.140 resultados (0,38 segundos) ",5140
Suillus collinitus,18,Suillus,collinitus,"Aproximadamente 36.000 resultados (0,32 segundos) ",36000
Suillus granulatus,18,Suillus,granulatus,"Aproximadamente 93.300 resultados (0,43 segundos) ",93300
Suillus grevilleii,18,Suillus,grevilleii,"Aproximadamente 1.080 resultados (0,39 segundos) ",1080
Suillus tomentosus,18,Suillus,tomentosus,"Aproximadamente 48.100 resultados (0,38 segundos) ",48100
Suillus variegatus,18,Suillus,variegatus,"Aproximadamente 52.600 resultados (0,36 segundos) ",52600
Tarzetta cupularis,18,Tarzetta,cupularis,"Aproximadamente 18.400 resultados (0,50 segundos) ",18400
Tephrocybe rancida,18,Tephrocybe,rancida,"Aproximadamente 7.960 resultados (0,46 segundos) ",7960
Terfezia olbiensis,18,Terfezia,olbiensis,"Aproximadamente 2.970 resultados (0,28 segundos) ",2970
Thelephora palmata,18,Thelephora,palmata,"Aproximadamente 74.200 resultados (0,45 segundos) ",74200
Tremella encephala,18,Tremella,encephala,"Aproximadamente 53.400 resultados (0,43 segundos) ",53400
Trichaptum biforme,18,Trichaptum,biforme,"Aproximadamente 82.900 resultados (0,38 segundos) ",82900
Tricholoma acerbum,18,Tricholoma,acerbum,"Aproximadamente 19.400 resultados (0,40 segundos) ",19400
Tricholoma albidum,18,Tricholoma,albidum,"Aproximadamente 18.100 resultados (0,35 segundos) ",18100
Tricholoma auratum,18,Tricholoma,auratum,"Aproximadamente 7.550 resultados (0,48 segundos) ",7550
Tricholoma sciodes,18,Tricholoma,sciodes,"Aproximadamente 13.500 resultados (0,32 segundos) ",13500
Tricholoma terreum,18,Tricholoma,terreum,"Aproximadamente 66.000 resultados (0,37 segundos) ",66000
Tubaria cistophila,18,Tubaria,cistophila,"Aproximadamente 745 resultados (0,42 segundos) ",0
Tubaria furfuracea,18,Tubaria,furfuracea,"Aproximadamente 34.100 resultados (0,69 segundos) ",34100
Tuber melanosporum,18,Tuber,melanosporum,"Aproximadamente 335.000 resultados (0,41 segundos) ",335000
Tuber mesentericum,18,Tuber,mesentericum,"Aproximadamente 27.200 resultados (0,33 segundos) ",27200
Typhrasa gossypina,18,Typhrasa,gossypina,"Aproximadamente 1.130 resultados (0,44 segundos) ",1130
Tyromyces fragilis,18,Tyromyces,fragilis,"Aproximadamente 65.400 resultados (0,44 segundos) ",65400
Vascellum pratense,18,Vascellum,pratense,"Aproximadamente 29.400 resultados (0,43 segundos) ",29400
Xerocomus communis,18,Xerocomus,communis,"Aproximadamente 65.400 resultados (0,67 segundos) ",65400
Xerocomus rubellus,18,Xerocomus,rubellus,"Aproximadamente 55.400 resultados (0,43 segundos) ",55400
Xylaria carpophila,18,Xylaria,carpophila,"Aproximadamente 150.000 resultados (0,46 segundos) ",150000
Xylaria filiformis,18,Xylaria,filiformis,"Aproximadamente 70.600 resultados (0,38 segundos) ",70600
Xylaria polymorpha,18,Xylaria,polymorpha,"Aproximadamente 125.000 resultados (0,44 segundos) ",125000
Abortiporus biennis,19,Abortiporus,biennis,"Aproximadamente 37.100 resultados (0,35 segundos) ",37100
Agaricus campestris,19,Agaricus,campestris,"Aproximadamente 280.000 resultados (0,40 segundos) ",280000
Agaricus fissuratus,19,Agaricus,fissuratus,"Aproximadamente 12.200 resultados (0,37 segundos) ",12200
Agaricus pilatianus,19,Agaricus,pilatianus,"Aproximadamente 8.970 resultados (0,77 segundos) ",8970
Agaricus placomyces,19,Agaricus,placomyces,"Aproximadamente 13.800 resultados (0,39 segundos) ",13800
Agaricus romagnesii,19,Agaricus,romagnesii,"Aproximadamente 5.180 resultados (0,40 segundos) ",5180
Agaricus silvaticus,19,Agaricus,silvaticus,"Aproximadamente 38.500 resultados (0,35 segundos) ",38500
Agaricus stramineus,19,Agaricus,stramineus,"Aproximadamente 6.110 resultados (0,34 segundos) ",6110
Agaricus urinascens,19,Agaricus,urinascens,"Aproximadamente 26.000 resultados (0,38 segundos) ",26000
Agaricus vaporarius,19,Agaricus,vaporarius,"Aproximadamente 12.600 resultados (0,46 segundos) ",12600
Amanita brunnescens,19,Amanita,brunnescens,"Aproximadamente 26.800 resultados (0,39 segundos) ",26800
Amanita porrinensis,19,Amanita,porrinensis,"Aproximadamente 2.270 resultados (0,56 segundos) ",2270
Amanita roseotincta,19,Amanita,roseotincta,"Aproximadamente 42.100 resultados (0,41 segundos) ",42100
Arrhenia spathulata,19,Arrhenia,spathulata,"Aproximadamente 20.400 resultados (0,35 segundos) ",20400
Artomyces pyxidatus,19,Artomyces,pyxidatus,"Aproximadamente 33.600 resultados (0,36 segundos) ",33600
Boletus ferrugineus,19,Boletus,ferrugineus,"Aproximadamente 96.700 resultados (0,46 segundos) ",96700
Boletus junquilleus,19,Boletus,junquilleus,"Aproximadamente 146.000 resultados (0,55 segundos) ",146000
Boletus reticulatus,19,Boletus,reticulatus,"Aproximadamente 132.000 resultados (0,40 segundos) ",132000
Caloboletus calopus,19,Caloboletus,calopus,"Aproximadamente 28.600 resultados (0,47 segundos) ",28600
Calocybe persicolor,19,Calocybe,persicolor,"Aproximadamente 18.700 resultados (0,39 segundos) ",18700
Calvatia utriformis,19,Calvatia,utriformis,"Aproximadamente 21.000 resultados (0,32 segundos) ",21000
Chalciporus rubinus,19,Chalciporus,rubinus,"Aproximadamente 6.100 resultados (0,54 segundos) ",6100
Choiromyces venosus,19,Choiromyces,venosus,"Aproximadamente 29.600 resultados (0,37 segundos) ",29600
Clavaria argillacea,19,Clavaria,argillacea,"Aproximadamente 25.300 resultados (0,44 segundos) ",25300
Clavaria zollingeri,19,Clavaria,zollingeri,"Aproximadamente 99.400 resultados (0,40 segundos) ",99400
Clitocybe alexandri,19,Clitocybe,alexandri,"Aproximadamente 14.100 resultados (0,34 segundos) ",14100
Clitocybe alnetorum,19,Clitocybe,alnetorum,"Aproximadamente 7.170 resultados (0,36 segundos) ",7170
Clitocybe candicans,19,Clitocybe,candicans,"Aproximadamente 20.000 resultados (0,38 segundos) ",20000
Clitocybe cerussata,19,Clitocybe,cerussata,"Aproximadamente 16.700 resultados (0,35 segundos) ",16700
Clitocybe decembris,19,Clitocybe,decembris,"Aproximadamente 5.290 resultados (0,37 segundos) ",5290
Clitocybe fimiphila,19,Clitocybe,fimiphila,"Aproximadamente 1.710 resultados (0,33 segundos) ",1710
Clitocybe fontqueri,19,Clitocybe,fontqueri,"Aproximadamente 3.890 resultados (0,34 segundos) ",3890
Clitocybe metachroa,19,Clitocybe,metachroa,"Aproximadamente 27.800 resultados (0,40 segundos) ",27800
Clitocybe multiceps,19,Clitocybe,multiceps,"Aproximadamente 3.270 resultados (0,35 segundos) ",3270
Clitocybe nebularis,19,Clitocybe,nebularis,"Aproximadamente 70.700 resultados (0,39 segundos) ",70700
Clitopilus prunulus,19,Clitopilus,prunulus,"Aproximadamente 45.600 resultados (0,34 segundos) ",45600
Collybia erythropus,19,Collybia,erythropus,"Aproximadamente 39.800 resultados (0,61 segundos) ",39800
Conocybe teneroides,19,Conocybe,teneroides,"Aproximadamente 2.380 resultados (0,35 segundos) ",2380
Coprinopsis cinerea,19,Coprinopsis,cinerea,"Aproximadamente 169.000 resultados (0,34 segundos) ",169000
Coprinopsis lotinae,19,Coprinopsis,lotinae,"Aproximadamente 776 resultados (0,37 segundos) ",0
Coprinopsis radiata,19,Coprinopsis,radiata,"Aproximadamente 94.400 resultados (0,41 segundos) ",94400
Coprinus domesticus,19,Coprinus,domesticus,"Aproximadamente 76.000 resultados (0,35 segundos) ",76000
Coprinus plicatilis,19,Coprinus,plicatilis,"Aproximadamente 70.500 resultados (0,38 segundos) ",70500
Coprinus silvaticus,19,Coprinus,silvaticus,"Aproximadamente 34.600 resultados (0,41 segundos) ",34600
Cordyceps militaris,19,Cordyceps,militaris,"Aproximadamente 749.000 resultados (0,50 segundos) ",749000
Coriolopsis gallica,19,Coriolopsis,gallica,"Aproximadamente 25.000 resultados (0,43 segundos) ",25000
Cortinarius allutus,19,Cortinarius,allutus,"Aproximadamente 10.100 resultados (0,58 segundos) ",10100
Cortinarius arcanus,19,Cortinarius,arcanus,"Aproximadamente 2.420 resultados (0,30 segundos) ",2420
Cortinarius azureus,19,Cortinarius,azureus,"Aproximadamente 69.300 resultados (0,36 segundos) ",69300
Cortinarius bicolor,19,Cortinarius,bicolor,"Aproximadamente 83.700 resultados (0,37 segundos) ",83700
Cortinarius bolaris,19,Cortinarius,bolaris,"Aproximadamente 22.900 resultados (0,33 segundos) ",22900
Cortinarius conicus,19,Cortinarius,conicus,"Aproximadamente 44.800 resultados (0,39 segundos) ",44800
Cortinarius elatior,19,Cortinarius,elatior,"Aproximadamente 27.000 resultados (0,36 segundos) ",27000
Cortinarius mucosus,19,Cortinarius,mucosus,"Aproximadamente 228.000 resultados (0,36 segundos) ",228000
Cortinarius obtusus,19,Cortinarius,obtusus,"Aproximadamente 47.300 resultados (0,52 segundos) ",47300
Cortinarius smithii,19,Cortinarius,smithii,"Aproximadamente 55.900 resultados (0,36 segundos) ",55900
Cortinarius venetus,19,Cortinarius,venetus,"Aproximadamente 10.700 resultados (0,44 segundos) ",10700
Crepidotus fragilis,19,Crepidotus,fragilis,"Aproximadamente 84.600 resultados (0,32 segundos) ",84600
Crepidotus herbarum,19,Crepidotus,herbarum,"Aproximadamente 26.900 resultados (0,69 segundos) ",26900
Crepidotus luteolus,19,Crepidotus,luteolus,"Aproximadamente 19.700 resultados (0,54 segundos) ",19700
Crepidotus versutus,19,Crepidotus,versutus,"Aproximadamente 51.000 resultados (0,53 segundos) ",51000
Cystoderma ambrosii,19,Cystoderma,ambrosii,"Aproximadamente 3.580 resultados (0,34 segundos) ",3580
Dasyscyphella nivea,19,Dasyscyphella,nivea,"Aproximadamente 6.420 resultados (0,51 segundos) ",6420
Dermocybe bataillei,19,Dermocybe,bataillei,"Aproximadamente 10.700 resultados (0,36 segundos) ",10700
Dermocybe phoenicea,19,Dermocybe,phoenicea,"Aproximadamente 28.100 resultados (0,37 segundos) ",28100
Dermocybe sanguinea,19,Dermocybe,sanguinea,"Aproximadamente 71.600 resultados (0,37 segundos) ",71600
Dermocybe uliginosa,19,Dermocybe,uliginosa,"Aproximadamente 49.000 resultados (0,39 segundos) ",49000
Echinoderma asperum,19,Echinoderma,asperum,"Aproximadamente 41.000 resultados (0,40 segundos) ",41000
Echinoderma hystrix,19,Echinoderma,hystrix,"Aproximadamente 231.000 resultados (0,37 segundos) ",231000
