names,word1,word2,Results_Google,Number_Hits_Google
Fomitopsis officinalis,Fomitopsis,officinalis,"Aproximadamente 48.800 resultados (0,36 segundos) ",48800.0
Fomitopsis pinicola,Fomitopsis,pinicola,"Aproximadamente 157.000 resultados (0,38 segundos) ",157000.0
Fuligo cinerea,Fuligo,cinerea,"Aproximadamente 107.000 resultados (0,36 segundos) ",107000.0
Fuligo septica,Fuligo,septica,"Aproximadamente 167.000 resultados (0,41 segundos) ",167000.0
Fuscoporia contigua,Fuscoporia,contigua,"Aproximadamente 43.600 resultados (0,48 segundos) ",43600.0
Galerina  atkinsoniana,Galerina,atkinsoniana,"Aproximadamente 12.500 resultados (0,40 segundos) ",12500.0
Galerina clavata,Galerina,clavata,"Aproximadamente 66.500 resultados (0,39 segundos) ",66500.0
Galerina marginata,Galerina,marginata,"Aproximadamente 135.000 resultados (0,36 segundos) ",135000.0
Galerina paludosa,Galerina,paludosa,"Aproximadamente 76.100 resultados (0,41 segundos) ",76100.0
Galerina perplexa,Galerina,perplexa,"Aproximadamente 47.300 resultados (0,52 segundos) ",47300.0
Galerina sp,Galerina,sp,"Aproximadamente 227.000 resultados (0,53 segundos) ",227000.0
Galerina sphagnum,Galerina,sphagnum,"Aproximadamente 62.500 resultados (0,61 segundos) ",62500.0
Galerina terrestris,Galerina,terrestris,"Aproximadamente 139.000 resultados (0,52 segundos) ",139000.0
Ganoderma applanatum,Ganoderma,applanatum,"Aproximadamente 314.000 resultados (0,42 segundos) ",314000.0
Ganoderma australe,Ganoderma,australe,"Aproximadamente 77.100 resultados (0,36 segundos) ",77100.0
Ganoderma carnosum,Ganoderma,carnosum,"Aproximadamente 23.500 resultados (0,49 segundos) ",23500.0
Ganoderma lipsiense,Ganoderma,lipsiense,"Aproximadamente 24.100 resultados (0,43 segundos) ",24100.0
Ganoderma lucidum,Ganoderma,lucidum,"Aproximadamente 3.620.000 resultados (0,52 segundos) ",3620.0
Ganoderma pfeifferi,Ganoderma,pfeifferi,"Aproximadamente 23.000 resultados (0,46 segundos) ",23000.0
Ganoderma resinaceum,Ganoderma,resinaceum,"Aproximadamente 33.800 resultados (0,41 segundos) ",33800.0
Gautieria graveolens,Gautieria,graveolens,"Aproximadamente 5.320 resultados (0,51 segundos) ",5320.0
Geastrum campestre,Geastrum,campestre,"Aproximadamente 25.700 resultados (0,45 segundos) ",25700.0
Geastrum coronatum,Geastrum,coronatum,"Aproximadamente 66.000 resultados (0,64 segundos) ",66000.0
Geastrum floriforme,Geastrum,floriforme,"Aproximadamente 7.600 resultados (0,35 segundos) ",7600.0
Geastrum fornicatum,Geastrum,fornicatum,"Aproximadamente 10.800 resultados (0,54 segundos) ",10800.0
Geastrum melanocephalum ,Geastrum,melanocephalum,"Aproximadamente 59.900 resultados (0,39 segundos) ",59900.0
Geastrum minimum,Geastrum,minimum,"Aproximadamente 72.100 resultados (0,46 segundos) ",72100.0
Geastrum nanum,Geastrum,nanum,"Aproximadamente 47.300 resultados (0,36 segundos) ",47300.0
Geastrum pectinatum,Geastrum,pectinatum,"Aproximadamente 76.800 resultados (0,37 segundos) ",76800.0
Geastrum pseudostriatum,Geastrum,pseudostriatum,"Aproximadamente 3.590 resultados (0,42 segundos) ",3590.0
Geastrum quadrifidum,Geastrum,quadrifidum,"Aproximadamente 32.000 resultados (0,40 segundos) ",32000.0
Geastrum rufescens,Geastrum,rufescens,"Aproximadamente 76.500 resultados (0,33 segundos) ",76500.0
Geastrum saccatum,Geastrum,saccatum,"Aproximadamente 67.900 resultados (0,36 segundos) ",67900.0
Geastrum sessile,Geastrum,sessile,"Aproximadamente 32.100 resultados (0,38 segundos) ",32100.0
Geastrum striatum,Geastrum,striatum,"Aproximadamente 74.600 resultados (0,39 segundos) ",74600.0
Geastrum triplex,Geastrum,triplex,"Aproximadamente 88.700 resultados (0,38 segundos) ",88700.0
Genea clausa,Genea,clausa,"Aproximadamente 343.000 resultados (0,54 segundos) ",343000.0
Genea fragans,Genea,fragans,"Aproximadamente 11.600 resultados (0,38 segundos) ",11600.0
Genea papillosa,Genea,papillosa,"Aproximadamente 2.840 resultados (0,34 segundos) ",2840.0
Genea verrucosa,Genea,verrucosa,"Aproximadamente 9.150 resultados (0,37 segundos) ",9150.0
Geoglossum barlae,Geoglossum,barlae,"Aproximadamente 3.550 resultados (0,48 segundos) ",3550.0
Geoglossum fallax,Geoglossum,fallax,"Aproximadamente 19.700 resultados (0,35 segundos) ",19700.0
Geoglossum glabrum,Geoglossum,glabrum,"Aproximadamente 53.500 resultados (0,47 segundos) ",53500.0
Geoglossum glutinosum,Geoglossum,glutinosum,"Aproximadamente 11.000 resultados (0,77 segundos) ",11000.0
Geopora arenicola,Geopora,arenicola,"Aproximadamente 11.700 resultados (0,34 segundos) ",11700.0
Geopora arenosa,Geopora,arenosa,"Aproximadamente 8.010 resultados (0,52 segundos) ",8010.0
Geopora sumneriana,Geopora,sumneriana,"Aproximadamente 8.900 resultados (0,42 segundos) ",8900.0
Geopyxis carbonaria,Geopyxis,carbonaria,"Aproximadamente 18.900 resultados (0,42 segundos) ",18900.0
Geopyxis majalis,Geopyxis,majalis,"Aproximadamente 4.770 resultados (0,38 segundos) ",4770.0
Gliophorus irrigatas,Gliophorus,irrigatas,"Aproximadamente 3.490 resultados (0,61 segundos) ",3490.0
Gliophorus psittacinus,Gliophorus,psittacinus,"Aproximadamente 69.000 resultados (0,47 segundos) ",69000.0
Gliophorus reginae,Gliophorus,reginae,"Aproximadamente 48.200 resultados (0,36 segundos) ",48200.0
Gloeophyllum sepiarium,Gloeophyllum,sepiarium,"Aproximadamente 106.000 resultados (0,42 segundos) ",106000.0
Gloeoporus dichrous,Gloeoporus,dichrous,"Aproximadamente 45.400 resultados (0,37 segundos) ",45400.0
Glomus macrocarpum,Glomus,macrocarpum,"Aproximadamente 36.100 resultados (0,34 segundos) ",36100.0
Glutinoglossum glutinosum,Glutinoglossum,glutinosum,"Aproximadamente 3.010 resultados (0,82 segundos) ",3010.0
Gomphidius glutinosus,Gomphidius,glutinosus,"Aproximadamente 38.500 resultados (0,62 segundos) ",38500.0
Gomphidius gracilis,Gomphidius,gracilis,"Aproximadamente 19.800 resultados (0,39 segundos) ",19800.0
Gomphidius maculatus,Gomphidius,maculatus,"Aproximadamente 12.700 resultados (0,37 segundos) ",12700.0
Gomphidius roseus,Gomphidius,roseus,"Aproximadamente 38.100 resultados (0,41 segundos) ",38100.0
Gomphus clavatus,Gomphus,clavatus,"Aproximadamente 46.600 resultados (0,36 segundos) ",46600.0
Grandinia quercina,Grandinia,quercina,"Aproximadamente 3.990 resultados (0,42 segundos) ",3990.0
Greletia planchonis,Greletia,planchonis,"Aproximadamente 1.260 resultados (0,35 segundos) ",1260.0
Grifola frondosa,Grifola,frondosa,"Aproximadamente 614.000 resultados (0,50 segundos) ",614000.0
Guepinia helvelloides,Guepinia,helvelloides,"Aproximadamente 53.800 resultados (0,46 segundos) ",53800.0
Guepiniopsis buccina,Guepiniopsis,buccina,"Aproximadamente 9.620 resultados (0,46 segundos) ",9620.0
Gymnomyces sublevisporus,Gymnomyces,sublevisporus,"Aproximadamente 1.520 resultados (0,42 segundos) ",1520.0
Gymnopilus arenophilus,Gymnopilus,arenophilus,"Aproximadamente 1.960 resultados (0,46 segundos) ",1960.0
Gymnopilus hybridus,Gymnopilus,hybridus,"Aproximadamente 8.180 resultados (0,65 segundos) ",8180.0
Gymnopilus junonius,Gymnopilus,junonius,"Aproximadamente 65.200 resultados (0,41 segundos) ",65200.0
Gymnopilus penetrans,Gymnopilus,penetrans,"Aproximadamente 84.400 resultados (0,41 segundos) ",84400.0
Gymnopilus sapineus,Gymnopilus,sapineus,"Aproximadamente 74.600 resultados (0,36 segundos) ",74600.0
Gymnopilus sp,Gymnopilus,sp,"Aproximadamente 198.000 resultados (0,47 segundos) ",198000.0
Gymnopilus spectabilis,Gymnopilus,spectabilis,"Aproximadamente 87.000 resultados (0,42 segundos) ",87000.0
Gymnopilus suberis,Gymnopilus,suberis,"Aproximadamente 8.890 resultados (0,36 segundos) ",8890.0
Gymnopus androsaceus,Gymnopus,androsaceus,"Aproximadamente 142.000 resultados (0,36 segundos) ",142000.0
Gymnopus aquosus,Gymnopus,aquosus,"Aproximadamente 56.400 resultados (0,36 segundos) ",56400.0
Gymnopus brassicolens,Gymnopus,brassicolens,"Aproximadamente 10.200 resultados (0,30 segundos) ",10200.0
Gymnopus confluens,Gymnopus,confluens,"Aproximadamente 88.600 resultados (0,38 segundos) ",88600.0
Gymnopus dryophilus,Gymnopus,dryophilus,"Aproximadamente 29.800 resultados (0,35 segundos) ",29800.0
Gymnopus fusipes,Gymnopus,fusipes,"Aproximadamente 66.900 resultados (0,40 segundos) ",66900.0
Gymnopus peronatus,Gymnopus,peronatus,"Aproximadamente 28.800 resultados (0,40 segundos) ",28800.0
Gymnopus vernus,Gymnopus,vernus,"Aproximadamente 8.860 resultados (0,36 segundos) ",8860.0
Gymnosporangium clavariaeforme,Gymnosporangium,clavariaeforme,"Aproximadamente 10.100 resultados (0,40 segundos) ",10100.0
Gymnosporangium juniperi-virginianae,Gymnosporangium,juniperi-virginianae,"Aproximadamente 58.300 resultados (0,37 segundos) ",58300.0
Gymnosporangium sabinae,Gymnosporangium,sabinae,"Aproximadamente 50.000 resultados (0,31 segundos) ",50000.0
Gyrodon lividus,Gyrodon,lividus,"Aproximadamente 20.400 resultados (0,38 segundos) ",20400.0
Gyromitra,Gyromitra,,"Aproximadamente 271.000 resultados (0,36 segundos) ",271000.0
Gyromitra esculenta,Gyromitra,esculenta,"Aproximadamente 126.000 resultados (0,65 segundos) ",126000.0
Gyromitra gigas,Gyromitra,gigas,"Aproximadamente 35.200 resultados (0,34 segundos) ",35200.0
Gyromitra infula,Gyromitra,infula,"Aproximadamente 31.800 resultados (0,36 segundos) ",31800.0
Gyromitra perlata,Gyromitra,perlata,"Aproximadamente 15.100 resultados (0,36 segundos) ",15100.0
Gyromitra sp,Gyromitra,sp,"Aproximadamente 110.000 resultados (0,38 segundos) ",110000.0
Gyrophragmium dunaii,Gyrophragmium,dunaii,"Aproximadamente 866 resultados (0,35 segundos) ",0.0
Gyroporus castaneus,Gyroporus,castaneus,"Aproximadamente 67.700 resultados (0,35 segundos) ",67700.0
Gyroporus cyanescens,Gyroporus,cyanescens,"Aproximadamente 48.800 resultados (0,48 segundos) ",48800.0
Hapalopilus nidulans,Hapalopilus,nidulans,"Aproximadamente 18.000 resultados (0,47 segundos) ",18000.0
Hapalopilus rutilans,Hapalopilus,rutilans,"Aproximadamente 27.200 resultados (0,40 segundos) ",27200.0
Hebeloma anthracophilum,Hebeloma,anthracophilum,"Aproximadamente 4.870 resultados (0,40 segundos) ",4870.0
Hebeloma birrus,Hebeloma,birrus,"Aproximadamente 29.000 resultados (0,42 segundos) ",29000.0
Hebeloma cistophilum,Hebeloma,cistophilum,"Aproximadamente 4.130 resultados (0,80 segundos) ",4130.0
Hebeloma crustuliniforme,Hebeloma,crustuliniforme,"Aproximadamente 51.400 resultados (0,33 segundos) ",51400.0
Hebeloma cylindrosporum,Hebeloma,cylindrosporum,"Aproximadamente 31.800 resultados (0,35 segundos) ",31800.0
Hebeloma edurum,Hebeloma,edurum,"Aproximadamente 7.310 resultados (0,48 segundos) ",7310.0
Hebeloma favrei,Hebeloma,favrei,"Aproximadamente 4.150 resultados (0,48 segundos) ",4150.0
Hebeloma hiemale,Hebeloma,hiemale,"Aproximadamente 8.840 resultados (0,62 segundos) ",8840.0
Hebeloma leucosarx,Hebeloma,leucosarx,"Aproximadamente 6.110 resultados (0,39 segundos) ",6110.0
Hebeloma longicaudum,Hebeloma,longicaudum,"Aproximadamente 49.200 resultados (0,40 segundos) ",49200.0
Hebeloma mesophaeum,Hebeloma,mesophaeum,"Aproximadamente 26.000 resultados (0,58 segundos) ",26000.0
Hebeloma radicosum,Hebeloma,radicosum,"Aproximadamente 31.300 resultados (0,41 segundos) ",31300.0
Hebeloma sacchariolens,Hebeloma,sacchariolens,"Aproximadamente 11.500 resultados (0,38 segundos) ",11500.0
Hebeloma sarcophyllum,Hebeloma,sarcophyllum,"Aproximadamente 3.690 resultados (0,42 segundos) ",3690.0
Hebeloma sinapizans,Hebeloma,sinapizans,"Aproximadamente 18.600 resultados (0,33 segundos) ",18600.0
Helvella acetabulum,Helvella,acetabulum,"Aproximadamente 75.700 resultados (0,38 segundos) ",75700.0
Helvella atra,Helvella,atra,"Aproximadamente 43.600 resultados (0,40 segundos) ",43600.0
Helvella capuliformis,Helvella,capuliformis,"Aproximadamente 9 resultados (0,26 segundos) ",0.0
Helvella costifera,Helvella,costifera,"Aproximadamente 63.900 resultados (0,40 segundos) ",63900.0
Helvella crispa,Helvella,crispa,"Aproximadamente 87.100 resultados (0,25 segundos) ",87100.0
Helvella dissingii,Helvella,dissingii,"Aproximadamente 2.130 resultados (0,44 segundos) ",2130.0
Helvella dryophila,Helvella,dryophila,"Aproximadamente 19.000 resultados (0,37 segundos) ",19000.0
Helvella elastica,Helvella,elastica,"Aproximadamente 33.900 resultados (0,35 segundos) ",33900.0
Helvella ephippium,Helvella,ephippium,"Aproximadamente 27.300 resultados (0,41 segundos) ",27300.0
Helvella fusca,Helvella,fusca,"Aproximadamente 19.800 resultados (0,37 segundos) ",19800.0
Helvella helvellula,Helvella,helvellula,"Aproximadamente 2.460 resultados (0,48 segundos) ",2460.0
Helvella juniperi,Helvella,juniperi,"Aproximadamente 9.890 resultados (0,25 segundos) ",9890.0
Helvella lactea,Helvella,lactea,"Aproximadamente 27.400 resultados (0,38 segundos) ",27400.0
Helvella lacunosa,Helvella,lacunosa,"Aproximadamente 55.800 resultados (0,36 segundos) ",55800.0
Helvella leucomelaena,Helvella,leucomelaena,"Aproximadamente 16.000 resultados (0,33 segundos) ",16000.0
Helvella leucopus,Helvella,leucopus,"Aproximadamente 19.300 resultados (0,32 segundos) ",19300.0
Helvella macropus,Helvella,macropus,"Aproximadamente 62.300 resultados (0,39 segundos) ",62300.0
Helvella pezizoides,Helvella,pezizoides,"Aproximadamente 10.600 resultados (0,92 segundos) ",10600.0
Helvella pithyophila,Helvella,pithyophila,"Aproximadamente 5.670 resultados (0,44 segundos) ",5670.0
Helvella queletii,Helvella,queletii,"Aproximadamente 40.900 resultados (0,36 segundos) ",40900.0
Helvella sp,Helvella,sp,"Aproximadamente 152.000 resultados (0,47 segundos) ",152000.0
Helvella stevensii,Helvella,stevensii,"Aproximadamente 4.390 resultados (0,36 segundos) ",4390.0
Helvella sulcata,Helvella,sulcata,"Aproximadamente 25.200 resultados (0,37 segundos) ",25200.0
Helvella vespertina,Helvella,vespertina,"Aproximadamente 11.700 resultados (0,38 segundos) ",11700.0
Helvella villosa,Helvella,villosa,"Aproximadamente 10.200 resultados (0,42 segundos) ",10200.0
Hemimycena cucullata,Hemimycena,cucullata,"Aproximadamente 8.710 resultados (0,39 segundos) ",8710.0
Hemimycena lactea,Hemimycena,lactea,"Aproximadamente 16.600 resultados (0,37 segundos) ",16600.0
Hemimycena pseudolactea,Hemimycena,pseudolactea,"Aproximadamente 11.200 resultados (0,44 segundos) ",11200.0
Hemitrichia serpula,Hemitrichia,serpula,"Aproximadamente 39.000 resultados (0,40 segundos) ",39000.0
Hericium cirrhatum,Hericium,cirrhatum,"Aproximadamente 23.100 resultados (0,40 segundos) ",23100.0
Hericium coralloides,Hericium,coralloides,"Aproximadamente 86.500 resultados (0,45 segundos) ",86500.0
Hericium erinaceus,Hericium,erinaceus,"Aproximadamente 562.000 resultados (0,47 segundos) ",562000.0
Heterobasidion annosum,Heterobasidion,annosum,"Aproximadamente 105.000 resultados (0,65 segundos) ",105000.0
Higrocybe pratensis,Higrocybe,pratensis,"Aproximadamente 62.000 resultados (0,49 segundos) ",62000.0
Hohenbuehelia auriscalpium,Hohenbuehelia,auriscalpium,"Aproximadamente 14.000 resultados (0,36 segundos) ",14000.0
Hohenbuehelia geogenia,Hohenbuehelia,geogenia,"Aproximadamente 6.410 resultados (0,39 segundos) ",6410.0
Hohenbuehelia petaloides,Hohenbuehelia,petaloides,"Aproximadamente 14.500 resultados (0,46 segundos) ",14500.0
Hortiboletus bubalinus,Hortiboletus,bubalinus,"Aproximadamente 3.260 resultados (0,50 segundos) ",3260.0
Hortiboletus rubellus,Hortiboletus,rubellus,"Aproximadamente 35.600 resultados (0,37 segundos) ",35600.0
Humaria aurantia,Humaria,aurantia,"Aproximadamente 16.400 resultados (0,34 segundos) ",16400.0
Humaria hemisphaerica,Humaria,hemisphaerica,"Aproximadamente 22.200 resultados (0,36 segundos) ",22200.0
Humidicutis calyptriformis,Humidicutis,calyptriformis,"Aproximadamente 1.530 resultados (0,37 segundos) ",1530.0
Hydnangium carneum,Hydnangium,carneum,"Aproximadamente 8.350 resultados (0,44 segundos) ",8350.0
Hydnellum aurantiacum,Hydnellum,aurantiacum,"Aproximadamente 30.500 resultados (0,40 segundos) ",30500.0
Hydnellum caeruleum,Hydnellum,caeruleum,"Aproximadamente 68.200 resultados (0,43 segundos) ",68200.0
Hydnellum compactum,Hydnellum,compactum,"Aproximadamente 24.300 resultados (0,39 segundos) ",24300.0
Hydnellum ferrugineum,Hydnellum,ferrugineum,"Aproximadamente 23.200 resultados (0,37 segundos) ",23200.0
Hydnellum peckii,Hydnellum,peckii,"Aproximadamente 93.200 resultados (0,36 segundos) ",93200.0
Hydnellum scrobiculatum,Hydnellum,scrobiculatum,"Aproximadamente 57.700 resultados (0,65 segundos) ",57700.0
Hydnellum spongiosipes,Hydnellum,spongiosipes,"Aproximadamente 38.600 resultados (0,41 segundos) ",38600.0
Hydnellum suaveolens,Hydnellum,suaveolens,"Aproximadamente 76.900 resultados (0,39 segundos) ",76900.0
Hydnocystis bombycina,Hydnocystis,bombycina,"Aproximadamente 1.490 resultados (0,35 segundos) ",1490.0
Hydnotrya carnea,Hydnotrya,carnea,"Aproximadamente 7.570 resultados (0,67 segundos) ",7570.0
Hydnotrya tulasnei,Hydnotrya,tulasnei,"Aproximadamente 14.400 resultados (0,48 segundos) ",14400.0
Hydnum albidum,Hydnum,albidum,"Aproximadamente 56.400 resultados (0,35 segundos) ",56400.0
Hydnum amicum,Hydnum,amicum,"Aproximadamente 8.150 resultados (0,54 segundos) ",8150.0
Hydnum repandum,Hydnum,repandum,"Aproximadamente 146.000 resultados (0,44 segundos) ",146000.0
Hydnum rufescens,Hydnum,rufescens,"Aproximadamente 78.700 resultados (0,32 segundos) ",78700.0
Hygrocybe acuta,Hygrocybe,acuta,"Aproximadamente 60.100 resultados (0,33 segundos) ",60100.0
Hygrocybe aurantiosplendens,Hygrocybe,aurantiosplendens,"Aproximadamente 9.790 resultados (0,37 segundos) ",9790.0
Hygrocybe calyptraeformis,Hygrocybe,calyptraeformis,"Aproximadamente 2.300 resultados (0,70 segundos) ",2300.0
Hygrocybe cantharellus,Hygrocybe,cantharellus,"Aproximadamente 162.000 resultados (0,39 segundos) ",162000.0
Hygrocybe chlorophana,Hygrocybe,chlorophana,"Aproximadamente 25.200 resultados (0,34 segundos) ",25200.0
Hygrocybe citrina,Hygrocybe,citrina,"Aproximadamente 90.500 resultados (0,47 segundos) ",90500.0
Hygrocybe coccinea,Hygrocybe,coccinea,"Aproximadamente 98.200 resultados (0,52 segundos) ",98200.0
Hygrocybe conica,Hygrocybe,conica,"Aproximadamente 94.500 resultados (0,34 segundos) ",94500.0
Hygrocybe conicoides,Hygrocybe,conicoides,"Aproximadamente 9.540 resultados (0,36 segundos) ",9540.0
Hygrocybe flavescens,Hygrocybe,flavescens,"Aproximadamente 139.000 resultados (0,37 segundos) ",139000.0
Hygrocybe ingrata,Hygrocybe,ingrata,"Aproximadamente 14.700 resultados (0,40 segundos) ",14700.0
